fid,survey_fid,Weather Condition,photo,date,surveyor,Townland,Existing_SMR,SMR_no,Colour,Consistency,Artifacts,Length,Depth,Description,Title/Name,Long,Lat,Theme,Link_URL,layer,image,Located
"66",,,,,,Artidillon,,LDY002:008,,,,,,,SOUTERRAIN,-6.794,55.154,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11376"">Open NI SMR link for this site</a>",,,Located
"67",,,,,,Exorna,,LDY002:009,,,,,,,"SOUTERRAIN (O.S. memoir site, unlocated)",-6.784,55.152,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11377"">Open NI SMR link for this site</a>",,,Unlocated
"68",,,,,,Exorna,,LDY002:010,,,,,,,SOUTERRAIN,-6.776,55.151,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11378"">Open NI SMR link for this site</a>",,,Located
"69",,,,,,Downhill (formerly Ballymadigan),,LDY002:011,,,,,,,SOUTERRAIN,-6.802,55.158,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11379"">Open NI SMR link for this site</a>",,,Located
"70",,,,,,Carneety,,LDY002:012,,,,,,,SOUTERRAIN,-6.79,55.153,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11380"">Open NI SMR link for this site</a>",,,Located
"71",,,,,,Freehall Dunlop,,LDY002:013,,,,,,,SOUTERRAIN,-6.805,55.163,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11381"">Open NI SMR link for this site</a>",,,Located
"72",,,,,,Ballywoodock,,LDY002:014,,,,,,,"SOUTERRAIN (O.S. memoir site, unlocated)",-6.824,55.156,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11382"">Open NI SMR link for this site</a>",,,Unlocated
"73",,,,,,Downhill,,LDY002:015,,,,,,,"BATTLE SITE, 1182: BATTLE OF DUNBOE (unlocated)",-6.81,55.162,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11383"">Open NI SMR link for this site</a>",,,Unlocated
"74",,,,,,Ballywoolen,,LDY002:016,,,,,,,WWII PILLBOX - DHP no.91,-6.774,55.168,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11384"">Open NI SMR link for this site</a>",,,Located
"75",,,,,,Bogtown,,LDY002:017,,,,,,,WWII PILLBOX - DHP no.108,-6.836,55.078,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11385"">Open NI SMR link for this site</a>",,,Located
"76",,,,,,Bennarees,,LDY002:018,,,,,,,WWII PILLBOX - DHP no.115,-6.823,55.167,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11386"">Open NI SMR link for this site</a>",,,Located
"77",,,,,,Crossreagh East,,LDY003:001,,,,,,,MULTI-PERIOD OCCUPATION SITE - NEOLITHIC-IRON AGE & MEDIEVAL,-6.733,55.168,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11387"">Open NI SMR link for this site</a>",,,Located
"78",,,,,,Glebe,,LDY003:006,,,,,,,RAISED RATH: CASHLANDOO,-6.71,55.167,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11392"">Open NI SMR link for this site</a>",,,Located
"79",,,,,,Ballycairn,,LDY003:008,,,,,,,"MOTTE; BAILEY; OUTER ENCLOSURE",-6.691,55.148,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11394"">Open NI SMR link for this site</a>",,,Located
"80",,,,,,Crossreagh East,,LDY003:016,,,,,,,HOLY WELL: TUBBER PATRICK,-6.726,55.172,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11402"">Open NI SMR link for this site</a>",,,Located
"81",,,,,,Carnanee,,LDY003:017,,,,,,,TRIANGULAR ENCLOSURE & TWO CAIRNS: CRAIG-AN-ARIFF FORT (destroyed),-6.709,55.158,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11403"">Open NI SMR link for this site</a>",,,Located
"82",,,,,,Ballygallin,,LDY003:021,,,,,,,STANDING STONE (unlocated),-6.699,55.155,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11407"">Open NI SMR link for this site</a>",,,Unlocated
"83",,,,,,Glebe,,LDY003:022,,,,,,,URN BURIAL (unlocated),-6.714,55.164,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11408"">Open NI SMR link for this site</a>",,,Unlocated
"84",,,,,,Crossreagh West,,LDY003:025,,,,,,,SIGNAL MOUND,-6.712,55.168,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11411"">Open NI SMR link for this site</a>",,,Located
"85",,,,,,Glebe,,LDY003:028,,,,,,,CASTLE & SETTLEMENT SITE (unlocated),-6.714,55.164,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11414"">Open NI SMR link for this site</a>",,,Unlocated
"86",,,,,,Grange More,,LDY003:039,,,,,,,FINDSPOT of MESOLITHIC FLINTS,-6.734,55.155,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11425"">Open NI SMR link for this site</a>",,,Located
"87",,,,,,Grange More,,LDY003:040,,,,,,,FINDSPOT of FLINTS & POTTERY,-6.734,55.159,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11426"">Open NI SMR link for this site</a>",,,Located
"88",,,,,,"Ballywoolen; Grange Beg",,LDY003:041,,,,,,,FINDSPOT of FLINTS & POTTERY,-6.772,55.167,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11427"">Open NI SMR link for this site</a>",,,Located
"89",,,,,,Grange More,,LDY003:042,,,,,,,FINDSPOT of DUGOUT CANOE (unlocated),-6.721,55.158,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11428"">Open NI SMR link for this site</a>",,,Unlocated
"90",,,,,,Crossreagh East,,LDY003:043,,,,,,,PREHISTORIC OCCUPATION SITE (unlocated),-6.735,55.168,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11429"">Open NI SMR link for this site</a>",,,Unlocated
"91",,,,,,"Ballycairn; Kilcranny",,LDY003:045,,,,,,,"ENCLOSURE (O.S. memoir site, unlocated)",-6.697,55.151,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11431"">Open NI SMR link for this site</a>",,,Unlocated
"92",,,,,,Carnalbanagh,,LDY003:052,,,,,,,"ENCLOSURE (O.S. memoir site, unlocated)",-6.714,55.155,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11438"">Open NI SMR link for this site</a>",,,Unlocated
"93",,,,,,Rathfad,,LDY005:001,,,,,,,"CHURCH (in ruins), GRAVEYARD & ?ENCLOSURE",-6.937,55.094,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11451"">Open NI SMR link for this site</a>",,,Located
"94",,,,,,Duncrun,,LDY005:002,,,,,,,CHURCH SITE & CROSS CARVED STONE: CHURCH HILL or CANON'S BRAE,-6.932,55.134,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11452"">Open NI SMR link for this site</a>",,,Located
"95",,,,,,Mill Town,,LDY005:003,,,,,,,HOLY WELL: CLERK'S WELL,-6.946,55.122,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11453"">Open NI SMR link for this site</a>",,,Located
"96",,,,,,Tamlaght,,LDY005:004,,,,,,,HOLY WELL: TOBAR EASPUIG AEDIAN or BISHOP AIDAN'S WELL,-6.937,55.125,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11454"">Open NI SMR link for this site</a>",,,Located
"97",,,,,,Tamlaght,,LDY005:005,,,,,,,"MULTIPERIOD CHURCH; GRAVEYARD; SAINT'S GRAVE; HOLY WELL: TAMLAGHTARD  DOMNACH AIRTHIR ARDDA",-6.938,55.125,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11455"">Open NI SMR link for this site</a>",,,Located
"98",,,,,,Duncrun,,LDY005:006,,,,,,,ENCLOSURE: DUNPATRICK,-6.928,55.133,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11456"">Open NI SMR link for this site</a>",,,Located
"99",,,,,,Scotchtown,,LDY005:007,,,,,,,NON-ANTIQUITY: GIANT'S GRAVE,-6.992,55.114,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11457"">Open NI SMR link for this site</a>",,,Located
"100",,,,,,Bellarena (possible),,LDY005:008,,,,,,,WOODEN PILES (unlocated),-6.951,55.104,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11458"">Open NI SMR link for this site</a>",,,Unlocated
"101",,,,,,Ballykelly,,LDY009:002,,,,,,,PLANTATION CHURCH & GRAVEYARD on earlier site: WALWORTH OLD CHURCH,-7.027,55.048,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11461"">Open NI SMR link for this site</a>",,,Located
"102",,,,,,Ballykelly,,LDY009:007,,,,,,,C17TH BAWN: WALWORTH,-7.024,55.047,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11466"">Open NI SMR link for this site</a>",,,Located
"103",,,,,,Broighter,,LDY009:008,,,,,,,FINDSPOT of GOLD HOARD: THE BROIGHTER HOARD,-6.989,55.075,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11467"">Open NI SMR link for this site</a>",,,Located
"104",,,,,,Fruithill,,LDY009:012,,,,,,,ENCLOSURE,-6.927,55.057,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11471"">Open NI SMR link for this site</a>",,,Located
"105",,,,,,Ballycastle,,LDY009:017,,,,,,,"C17TH HOUSE, BAWN & 5 COTTAGES: HABERDASHERS",-6.941,55.086,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11475"">Open NI SMR link for this site</a>",,,Located
"106",,,,,,Artikelly,,LDY009:018,,,,,,,PLANTATION VILLAGE: ARDKILLIN (unlocated),-6.936,55.068,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11476"">Open NI SMR link for this site</a>",,,Unlocated
"107",,,,,,Killane,,LDY009:021,,,,,,,CASTLE: KILLANE CASTLE,-6.935,55.058,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11479"">Open NI SMR link for this site</a>",,,Located
"108",,,,,,Ballycastle,,LDY009:022,,,,,,,A.P. SITE - oval enclosure,-6.945,55.084,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11480"">Open NI SMR link for this site</a>",,,Located
"109",,,,,,Ballycastle,,LDY009:023,,,,,,,A.P. SITE - circular enclosure,-6.939,55.084,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11481"">Open NI SMR link for this site</a>",,,Located
"110",,,,,,Glebe,,LDY009:025,,,,,,,A.P. SITE - circular enclosure,-6.992,55.049,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11483"">Open NI SMR link for this site</a>",,,Located
"111",,,,,,Farlow,,LDY009:027,,,,,,,A.P. SITE - mound,-6.981,55.056,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11485"">Open NI SMR link for this site</a>",,,Located
"112",,,,,,Glebe,,LDY009:028,,,,,,,A.P. SITE - oval enclosure,-6.995,55.052,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11486"">Open NI SMR link for this site</a>",,,Located
"113",,,,,,Carrowclare,,LDY009:032,,,,,,,"BURIAL GROUND (O.S. memoir site, unlocated)",-7.014,55.086,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11490"">Open NI SMR link for this site</a>",,,Unlocated
"114",,,,,,Corndale,,LDY009:033,,,,,,,"ENCLOSURE  (O.S. memoir site, unlocated)",-6.968,55.059,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11491"">Open NI SMR link for this site</a>",,,Unlocated
"115",,,,,,Mullagh,,LDY009:038,,,,,,,"MOUND  (O.S. memoir site, unlocated)",-6.967,55.095,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11496"">Open NI SMR link for this site</a>",,,Unlocated
"116",,,,,,Mullagh,,LDY009:039,,,,,,,"RATH  (O.S. memoir site, unlocated)",-6.967,55.095,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11497"">Open NI SMR link for this site</a>",,,Unlocated
"117",,,,,,Ballycastle,,LDY009:043,,,,,,,"ENCLOSURE  (O.S. memoir site, unlocated)",-6.936,55.077,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11501"">Open NI SMR link for this site</a>",,,Unlocated
"118",,,,,,Ballycastle,,LDY009:044,,,,,,,"ENCLOSURE  (O.S. memoir site, unlocated)",-6.936,55.077,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11502"">Open NI SMR link for this site</a>",,,Unlocated
"119",,,,,,Ballykelly,,LDY009:047,,,,,,,BULLAUN,-7.027,55.048,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11505"">Open NI SMR link for this site</a>",,,Located
"120",,,,,,Artikelly,,LDY009:048,,,,,,,WWII TRAINER DOME,-6.935,55.069,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11506"">Open NI SMR link for this site</a>",,,Located
"121",,,,,,Ballymaglin,,LDY005:009,,,,,,,HOLY? WELL: TOBERGAL,-6.926,55.107,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11516"">Open NI SMR link for this site</a>",,,Located
"122",,,,,,Tamlaght,,LDY005:010,,,,,,,TWO HUT SITES & FIELD BOUNDARIES,-6.932,55.119,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11517"">Open NI SMR link for this site</a>",,,Located
"123",,,,,,Duncrun,,LDY005:011,,,,,,,BRONZE AGE OCCUPATION SITE,-6.926,55.129,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11518"">Open NI SMR link for this site</a>",,,Located
"124",,,,,,Duncrun,,LDY005:012,,,,,,,UNCERTAIN - probably a natural feature,-6.929,55.129,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11519"">Open NI SMR link for this site</a>",,,Located
"125",,,,,,Ballycarton,,LDY005:013,,,,,,,RATH (unlocated),-6.935,55.104,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11520"">Open NI SMR link for this site</a>",,,Unlocated
"126",,,,,,Tamlaght,,LDY005:014,,,,,,,LARGE EARTHWORK ENCLOSURE: Craigbolie Castle or Dun Crutheni,-6.928,55.123,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11521"">Open NI SMR link for this site</a>",,,Located
"127",,,,,,Duncrun,,LDY005:016,,,,,,,CASTLE,-6.926,55.135,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11522"">Open NI SMR link for this site</a>",,,Located
"128",,,,,,Tamlaght,,LDY005:017,,,,,,,"RATH (O.S. memoir site, unlocated)",-6.935,55.124,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11523"">Open NI SMR link for this site</a>",,,Unlocated
"129",,,,,,Gortmore,,LDY006:001,,,,,,,HOLY WELL: TOBERDONEY,-6.894,55.145,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11524"">Open NI SMR link for this site</a>",,,Located
"130",,,,,,Duncrun,,LDY006:002,,,,,,,COUNTERSCARP PLATFORM RATH,-6.922,55.131,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11525"">Open NI SMR link for this site</a>",,,Located
"131",,,,,,Duncrun,,LDY006:003,,,,,,,NON-ANTIQUITY: FINN MACCOOL'S FINGER STONE,-6.916,55.126,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11526"">Open NI SMR link for this site</a>",,,Located
"132",,,,,,Lisnagrib,,LDY006:004,,,,,,,ENCLOSURE,-6.894,55.095,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11527"">Open NI SMR link for this site</a>",,,Located
"133",,,,,,Stradreagh,,LDY006:005,,,,,,,RATH,-6.887,55.095,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11528"">Open NI SMR link for this site</a>",,,Located
"134",,,,,,Largantea,,LDY006:006,,,,,,,TWO STANDING STONES,-6.853,55.093,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11529"">Open NI SMR link for this site</a>",,,Located
"135",,,,,,Largantea,,LDY006:007,,,,,,,ROUND CAIRN,-6.847,55.102,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11530"">Open NI SMR link for this site</a>",,,Located
"136",,,,,,Altibrian,,LDY006:008,,,,,,,ROUND CAIRN,-6.833,55.11,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11531"">Open NI SMR link for this site</a>",,,Located
"137",,,,,,"Belgarrow; Knockmult; Sconce",,LDY006:009,,,,,,,ROCK FORTIFICATION: GIANT'S SCONCE or DUNCEITHIRN,-6.79,55.11,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11532"">Open NI SMR link for this site</a>",,,Located
"138",,,,,,Altikeeragh,,LDY006:010,,,,,,,RATH,-6.817,55.129,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11533"">Open NI SMR link for this site</a>",,,Located
"139",,,,,,Ballyhacket Toberclaw,,LDY006:012,,,,,,,RATH,-6.816,55.136,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11535"">Open NI SMR link for this site</a>",,,Located
"140",,,,,,Ballyhacket Toberclaw,,LDY006:013,,,,,,,RATH,-6.821,55.136,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11536"">Open NI SMR link for this site</a>",,,Located
"141",,,,,,Ballyhacket Lisawilling,,LDY006:014,,,,,,,"MOUND; possibly MOTTE",-6.825,55.139,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11537"">Open NI SMR link for this site</a>",,,Located
"142",,,,,,Ballyhacket Magilligan,,LDY006:015,,,,,,,RATH,-6.825,55.142,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11538"">Open NI SMR link for this site</a>",,,Located
"143",,,,,,Largantea,,LDY006:016,,,,,,,ROUND CAIRN,-6.843,55.102,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11539"">Open NI SMR link for this site</a>",,,Located
"144",,,,,,Largantea,,LDY006:017,,,,,,,ROUND CAIRN,-6.851,55.105,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11540"">Open NI SMR link for this site</a>",,,Located
"145",,,,,,Largantea,,LDY006:018,,,,,,,ROUND CAIRN,-6.85,55.101,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11541"">Open NI SMR link for this site</a>",,,Located
"146",,,,,,Craig,,LDY006:019,,,,,,,CASTLE,-6.883,55.147,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11542"">Open NI SMR link for this site</a>",,,Located
"147",,,,,,Largantea,,LDY006:020,,,,,,,CAIRN,-6.853,55.093,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11543"">Open NI SMR link for this site</a>",,,Located
"148",,,,,,Largantea,,LDY006:021,,,,,,,ROUND CAIRN,-6.851,55.1,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11544"">Open NI SMR link for this site</a>",,,Located
"149",,,,,,Largantea,,LDY006:022,,,,,,,ROUND CAIRN,-6.851,55.099,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11545"">Open NI SMR link for this site</a>",,,Located
"150",,,,,,Ballyhacket Glenahorry,,LDY006:023,,,,,,,RATH & SOUTERRAIN,-6.826,55.146,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11546"">Open NI SMR link for this site</a>",,,Located
"151",,,,,,"Ballycarton; Ballyleighery Upper",,LDY006:024,,,,,,,ROUND CAIRN,-6.917,55.114,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11547"">Open NI SMR link for this site</a>",,,Located
"152",,,,,,Ballyhanna,,LDY006:025,,,,,,,ROUND CAIRN,-6.902,55.097,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11548"">Open NI SMR link for this site</a>",,,Located
"153",,,,,,Stradreagh,,LDY006:026,,,,,,,ROUND CAIRN,-6.871,55.096,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11549"">Open NI SMR link for this site</a>",,,Located
"154",,,,,,Ballyhacket Toberclaw,,LDY006:027,,,,,,,TWO STONE CIRCLES,-6.815,55.146,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11550"">Open NI SMR link for this site</a>",,,Located
"155",,,,,,Craig,,LDY006:028,,,,,,,STANDING STONE: THE GIANT'S STONE,-6.883,55.147,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11551"">Open NI SMR link for this site</a>",,,Located
"156",,,,,,"Killyveety; Knockogher",,LDY006:029,,,,,,,PLATFORM RATH,-6.787,55.133,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11552"">Open NI SMR link for this site</a>",,,Located
"157",,,,,,Formoyle,,LDY006:030,,,,,,,LANDSCAPE FEATURE,-6.791,55.099,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11553"">Open NI SMR link for this site</a>",,,Located
"158",,,,,,Grange Park,,LDY006:031,,,,,,,FIVE BOOLEY HUTS & FIELD WALLS,-6.858,55.1,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11554"">Open NI SMR link for this site</a>",,,Located
"159",,,,,,Grange Park,,LDY006:032,,,,,,,BOOLEY SITE?,-6.859,55.102,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11555"">Open NI SMR link for this site</a>",,,Located
"160",,,,,,Grange Park,,LDY006:033,,,,,,,ROUND CAIRN,-6.859,55.102,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11556"">Open NI SMR link for this site</a>",,,Located
"161",,,,,,Grange Park,,LDY006:034,,,,,,,HUT SITE,-6.856,55.102,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11557"">Open NI SMR link for this site</a>",,,Located
"162",,,,,,Largantea,,LDY006:035,,,,,,,FOUR CAIRNS,-6.835,55.104,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11558"">Open NI SMR link for this site</a>",,,Located
"163",,,,,,Largantea,,LDY006:036,,,,,,,ROUND CAIRN,-6.835,55.104,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11559"">Open NI SMR link for this site</a>",,,Located
"164",,,,,,Largantea,,LDY006:037,,,,,,,"RING BANK & CAIRN, RING CAIRN & HUT SITE",-6.834,55.104,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11560"">Open NI SMR link for this site</a>",,,Located
"165",,,,,,Largantea,,LDY006:038,,,,,,,CAIRN?,-6.833,55.103,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11561"">Open NI SMR link for this site</a>",,,Located
"166",,,,,,Largantea,,LDY006:039,,,,,,,"STONE SCATTER, possibly CAIRN",-6.851,55.099,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11562"">Open NI SMR link for this site</a>",,,Located
"167",,,,,,Largantea,,LDY006:040,,,,,,,STANDING STONE,-6.851,55.099,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11563"">Open NI SMR link for this site</a>",,,Located
